Vehicle_ID,Lane_No,First_Frame,Last_Frame,First_Time_s,Last_Time_s,Vehicle_Type
614,2,6315,6315,210.5,210.5,car
615,2,6318,6318,210.6,210.6,car
612,1,6308,6321,210.27,210.7,car
616,2,6323,6323,210.77,210.77,car
617,1,6340,6340,211.33,211.33,car
618,1,6350,6350,211.67,211.67,car
619,1,6356,6356,211.87,211.87,car
620,2,6366,6366,212.2,212.2,car
621,3,6368,6368,212.27,212.27,car
622,1,6368,6368,212.27,212.27,car
623,1,6385,6385,212.83,212.83,bus
614,1,6315,6398,210.5,213.27,car
624,1,6398,6398,213.27,213.27,car
625,2,6399,6399,213.3,213.3,car
626,2,6411,6411,213.7,213.7,car
627,2,6415,6415,213.83,213.83,car
628,1,6419,6419,213.97,213.97,car
628,2,6419,6424,213.97,214.13,car
629,2,6426,6426,214.2,214.2,car
620,1,6366,6446,212.2,214.87,car
630,1,6446,6446,214.87,214.87,bus
631,1,6470,6470,215.67,215.67,car
632,1,6476,6476,215.87,215.87,truck
625,1,6399,6492,213.3,216.4,car
633,1,6492,6492,216.4,216.4,truck
634,2,6502,6502,216.73,216.73,car
635,2,6544,6544,218.13,218.13,car
636,1,6548,6548,218.27,218.27,bus
637,3,6562,6562,218.73,218.73,car
638,1,6600,6600,220.0,220.0,truck
639,2,6606,6606,220.2,220.2,car
636,2,6548,6642,218.27,221.4,bus
640,2,6642,6642,221.4,221.4,bus
641,1,6673,6673,222.43,222.43,car
642,2,6680,6680,222.67,222.67,car
643,2,6689,6689,222.97,222.97,car
644,2,6697,6697,223.23,223.23,bus
645,2,6697,6697,223.23,223.23,bus
646,2,6718,6718,223.93,223.93,car
647,1,6719,6719,223.97,223.97,truck
648,2,6731,6731,224.37,224.37,car
649,2,6741,6741,224.7,224.7,car
650,1,6757,6757,225.23,225.23,car
651,1,6764,6764,225.47,225.47,car
652,1,6765,6765,225.5,225.5,bus
653,2,6784,6784,226.13,226.13,car
654,2,6789,6789,226.3,226.3,car
647,2,6719,6796,223.97,226.53,bus
655,2,6802,6802,226.73,226.73,car
656,2,6807,6807,226.9,226.9,car
657,3,6816,6816,227.2,227.2,car
658,2,6829,6829,227.63,227.63,car
659,2,6839,6839,227.97,227.97,car
660,2,6842,6842,228.07,228.07,car
658,1,6829,6891,227.63,229.7,car
661,1,6899,6899,229.97,229.97,truck
662,2,6899,6899,229.97,229.97,car
663,1,6901,6901,230.03,230.03,truck
664,1,6935,6935,231.17,231.17,car
665,2,6950,6950,231.67,231.67,truck
666,1,6954,6954,231.8,231.8,car
667,1,6961,6961,232.03,232.03,car
668,1,6961,6961,232.03,232.03,car
669,2,6966,6966,232.2,232.2,car
670,2,6968,6968,232.27,232.27,car
671,2,6984,6984,232.8,232.8,car
672,1,7032,7032,234.4,234.4,car
673,2,7037,7037,234.57,234.57,car
674,2,7037,7037,234.57,234.57,car
675,1,7047,7047,234.9,234.9,car
676,2,7066,7066,235.53,235.53,car
677,2,7077,7077,235.9,235.9,car
678,2,7096,7096,236.53,236.53,bus
679,2,7108,7108,236.93,236.93,car
680,1,7117,7117,237.23,237.23,car
681,1,7130,7130,237.67,237.67,car
677,1,7077,7147,235.9,238.23,car
682,1,7161,7161,238.7,238.7,car
683,2,7170,7170,239.0,239.0,bus
684,1,7172,7172,239.07,239.07,car
685,2,7175,7175,239.17,239.17,car
686,1,7187,7187,239.57,239.57,car
687,1,7193,7193,239.77,239.77,car
688,2,7204,7204,240.13,240.13,car
689,1,7210,7210,240.33,240.33,car
690,1,7228,7228,240.93,240.93,car
690,2,7228,7238,240.93,241.27,car
691,1,7243,7243,241.43,241.43,car
692,2,7246,7246,241.53,241.53,car
693,1,7251,7251,241.7,241.7,car
685,1,7175,7252,239.17,241.73,car
694,2,7256,7256,241.87,241.87,car
695,3,7257,7257,241.9,241.9,bus
696,1,7276,7276,242.53,242.53,car
697,2,7278,7278,242.6,242.6,bus
698,1,7291,7291,243.03,243.03,car
699,1,7295,7295,243.17,243.17,car
700,2,7299,7299,243.3,243.3,bus
701,2,7331,7331,244.37,244.37,car
702,3,7337,7337,244.57,244.57,car
703,1,7338,7338,244.6,244.6,car
704,1,7348,7348,244.93,244.93,car
705,1,7365,7365,245.5,245.5,car
706,3,7369,7369,245.63,245.63,car
707,1,7379,7379,245.97,245.97,truck
708,1,7384,7384,246.13,246.13,car
709,1,7395,7395,246.5,246.5,car
710,1,7401,7401,246.7,246.7,car
711,3,7411,7411,247.03,247.03,car
712,1,7411,7411,247.03,247.03,car
713,1,7420,7420,247.33,247.33,car
714,1,7434,7434,247.8,247.8,bus
715,2,7442,7442,248.07,248.07,bus
716,1,7444,7444,248.13,248.13,car
717,1,7446,7446,248.2,248.2,car
718,1,7466,7466,248.87,248.87,car
719,2,7470,7470,249.0,249.0,bus
720,1,7475,7475,249.17,249.17,car
721,1,7491,7491,249.7,249.7,car
722,2,7504,7504,250.13,250.13,car
723,1,7525,7525,250.83,250.83,car
724,1,7529,7529,250.97,250.97,car
721,2,7491,7536,249.7,251.2,car
725,1,7544,7544,251.47,251.47,car
726,1,7547,7547,251.57,251.57,car
727,1,7550,7550,251.67,251.67,car
728,1,7557,7557,251.9,251.9,car
722,1,7504,7579,250.13,252.63,car
729,1,7595,7595,253.17,253.17,car
730,3,7605,7605,253.5,253.5,car
731,1,7606,7606,253.53,253.53,car
732,2,7606,7606,253.53,253.53,car
733,1,7611,7611,253.7,253.7,car
732,1,7606,7618,253.53,253.93,car
734,1,7629,7629,254.3,254.3,bus
735,1,7632,7632,254.4,254.4,car
736,2,7646,7646,254.87,254.87,car
737,1,7647,7647,254.9,254.9,car
738,1,7655,7655,255.17,255.17,car
739,1,7661,7661,255.37,255.37,car
735,2,7632,7674,254.4,255.8,car
740,1,7703,7703,256.77,256.77,bus
741,1,7712,7712,257.07,257.07,car
742,2,7719,7719,257.3,257.3,car
743,2,7721,7721,257.37,257.37,car
744,1,7738,7738,257.93,257.93,car
745,1,7742,7742,258.07,258.07,car
746,1,7747,7747,258.23,258.23,truck
747,1,7751,7751,258.37,258.37,car
748,1,7773,7773,259.1,259.1,car
749,2,7788,7788,259.6,259.6,car
741,2,7712,7791,257.07,259.7,car
750,1,7811,7811,260.37,260.37,car
751,1,7818,7818,260.6,260.6,car
752,1,7827,7827,260.9,260.9,car
751,2,7818,7836,260.6,261.2,car
753,1,7836,7836,261.2,261.2,car
754,1,7847,7847,261.57,261.57,car
755,2,7855,7855,261.83,261.83,car
756,1,7858,7858,261.93,261.93,car
757,1,7870,7870,262.33,262.33,car
758,1,7871,7871,262.37,262.37,car
759,2,7874,7874,262.47,262.47,car
760,1,7876,7876,262.53,262.53,car
761,1,7877,7877,262.57,262.57,car
762,2,7887,7887,262.9,262.9,car
763,3,7889,7889,262.97,262.97,car
764,1,7893,7893,263.1,263.1,car
765,1,7899,7899,263.3,263.3,car
756,2,7858,7900,261.93,263.33,car
766,1,7901,7901,263.37,263.37,car
767,2,7903,7903,263.43,263.43,car
768,1,7910,7910,263.67,263.67,car
769,1,7917,7917,263.9,263.9,car
770,1,7918,7918,263.93,263.93,car
771,1,7950,7950,265.0,265.0,car
772,1,7955,7955,265.17,265.17,car
773,2,7960,7960,265.33,265.33,car
774,1,7963,7963,265.43,265.43,car
775,2,7969,7969,265.63,265.63,car
776,1,7970,7970,265.67,265.67,car
777,2,7971,7971,265.7,265.7,bus
778,2,7986,7986,266.2,266.2,car
779,2,7994,7994,266.47,266.47,car
780,1,7994,7994,266.47,266.47,car
781,1,7997,7997,266.57,266.57,car
782,2,7998,7998,266.6,266.6,car
783,1,8016,8016,267.2,267.2,bus
784,1,8025,8025,267.5,267.5,bus
785,2,8026,8026,267.53,267.53,car
786,2,8042,8042,268.07,268.07,car
787,1,8047,8047,268.23,268.23,car
788,2,8053,8053,268.43,268.43,car
789,2,8065,8065,268.83,268.83,bus
790,1,8070,8070,269.0,269.0,bus
791,1,8078,8078,269.27,269.27,truck
792,2,8090,8090,269.67,269.67,bus
793,1,8095,8095,269.83,269.83,bus
794,2,8105,8105,270.17,270.17,car
795,2,8105,8105,270.17,270.17,car
796,1,8107,8107,270.23,270.23,car
797,2,8114,8114,270.47,270.47,car
798,1,8115,8115,270.5,270.5,car
794,1,8105,8118,270.17,270.6,bus
799,1,8123,8123,270.77,270.77,car
800,1,8123,8123,270.77,270.77,car
800,2,8123,8146,270.77,271.53,car
801,2,8147,8147,271.57,271.57,car
802,2,8166,8166,272.2,272.2,bus
803,1,8171,8171,272.37,272.37,truck
804,1,8181,8181,272.7,272.7,truck
805,2,8183,8183,272.77,272.77,car
806,2,8191,8191,273.03,273.03,car
807,1,8192,8192,273.07,273.07,car
808,1,8196,8196,273.2,273.2,car
809,1,8206,8206,273.53,273.53,car
810,1,8212,8212,273.73,273.73,car
811,2,8214,8214,273.8,273.8,car
812,1,8214,8214,273.8,273.8,truck
813,1,8217,8217,273.9,273.9,car
814,2,8256,8256,275.2,275.2,car
815,2,8257,8257,275.23,275.23,car
816,1,8259,8259,275.3,275.3,truck
817,2,8274,8274,275.8,275.8,car
818,1,8282,8282,276.07,276.07,car
819,2,8285,8285,276.17,276.17,car
820,1,8291,8291,276.37,276.37,car
821,1,8298,8298,276.6,276.6,car
822,1,8303,8303,276.77,276.77,car
822,2,8303,8319,276.77,277.3,car
823,2,8319,8319,277.3,277.3,car
824,1,8325,8325,277.5,277.5,bus
825,1,8328,8328,277.6,277.6,car
826,2,8333,8333,277.77,277.77,bus
827,1,8337,8337,277.9,277.9,car
828,1,8345,8345,278.17,278.17,bus
825,2,8328,8347,277.6,278.23,car
829,1,8353,8353,278.43,278.43,car
830,1,8355,8355,278.5,278.5,car
831,1,8371,8371,279.03,279.03,truck
832,2,8375,8375,279.17,279.17,car
833,2,8378,8378,279.27,279.27,car
834,1,8385,8385,279.5,279.5,car
835,1,8389,8389,279.63,279.63,car
836,1,8391,8391,279.7,279.7,bus
837,2,8394,8394,279.8,279.8,car
838,1,8405,8405,280.17,280.17,car
839,1,8418,8418,280.6,280.6,car
840,1,8427,8427,280.9,280.9,car
841,2,8437,8437,281.23,281.23,car
842,2,8441,8441,281.37,281.37,car
843,2,8454,8454,281.8,281.8,car
844,2,8459,8459,281.97,281.97,car
845,2,8466,8466,282.2,282.2,car
846,2,8466,8466,282.2,282.2,car
844,1,8459,8468,281.97,282.27,car
847,1,8476,8476,282.53,282.53,bus
848,2,8491,8491,283.03,283.03,car
849,1,8494,8494,283.13,283.13,car
850,1,8500,8500,283.33,283.33,car
851,2,8505,8505,283.5,283.5,car
852,2,8505,8505,283.5,283.5,car
853,1,8507,8507,283.57,283.57,truck
854,2,8513,8513,283.77,283.77,car
855,1,8527,8527,284.23,284.23,car
856,1,8528,8528,284.27,284.27,car
857,1,8533,8533,284.43,284.43,car
858,1,8537,8537,284.57,284.57,car
855,2,8527,8539,284.23,284.63,car
859,1,8542,8542,284.73,284.73,car
860,2,8551,8551,285.03,285.03,car
861,2,8556,8556,285.2,285.2,car
859,2,8542,8563,284.73,285.43,car
862,2,8567,8567,285.57,285.57,car
863,2,8579,8579,285.97,285.97,car
864,2,8585,8585,286.17,286.17,car
865,2,8590,8590,286.33,286.33,car
866,2,8598,8598,286.6,286.6,car
867,2,8608,8608,286.93,286.93,bus
868,2,8639,8639,287.97,287.97,car
869,1,8642,8642,288.07,288.07,car
870,2,8646,8646,288.2,288.2,car
871,1,8651,8651,288.37,288.37,car
872,2,8652,8652,288.4,288.4,car
873,2,8678,8678,289.27,289.27,car
874,2,8686,8686,289.53,289.53,car
875,1,8686,8686,289.53,289.53,car
876,1,8700,8700,290.0,290.0,car
875,2,8686,8714,289.53,290.47,truck
877,2,8726,8726,290.87,290.87,car
878,1,8741,8741,291.37,291.37,car
879,3,8752,8752,291.73,291.73,car
880,2,8754,8754,291.8,291.8,car
881,2,8767,8767,292.23,292.23,car
882,2,8768,8768,292.27,292.27,car
883,1,8770,8770,292.33,292.33,car
877,1,8726,8784,290.87,292.8,bus
884,1,8791,8791,293.03,293.03,truck
885,1,8796,8796,293.2,293.2,truck
886,1,8812,8812,293.73,293.73,truck
887,1,8825,8825,294.17,294.17,car
888,2,8840,8840,294.67,294.67,car
889,1,8848,8848,294.93,294.93,car
890,1,8858,8858,295.27,295.27,truck
891,2,8870,8870,295.67,295.67,car
892,1,8870,8870,295.67,295.67,truck
893,2,8878,8878,295.93,295.93,car
894,1,8884,8884,296.13,296.13,car
895,1,8911,8911,297.03,297.03,car
896,1,8918,8918,297.27,297.27,car
897,1,8919,8919,297.3,297.3,car
898,2,8932,8932,297.73,297.73,truck
899,2,8958,8958,298.6,298.6,bus
900,1,8959,8959,298.63,298.63,car
901,2,8962,8962,298.73,298.73,car
902,2,8969,8969,298.97,298.97,car
899,1,8958,8982,298.6,299.4,bus
903,1,8992,8992,299.73,299.73,car
904,1,9005,9005,300.17,300.17,bus
905,1,9007,9007,300.23,300.23,car
906,2,9018,9018,300.6,300.6,bus
907,3,9040,9040,301.33,301.33,car
908,2,9050,9050,301.67,301.67,car
909,1,9054,9054,301.8,301.8,car
910,1,9054,9054,301.8,301.8,bus
911,1,9055,9055,301.83,301.83,car
912,2,9055,9055,301.83,301.83,car
913,2,9074,9074,302.47,302.47,car
914,2,9077,9077,302.57,302.57,car
915,2,9079,9079,302.63,302.63,bus
916,1,9086,9086,302.87,302.87,car
917,1,9088,9088,302.93,302.93,car
915,1,9079,9096,302.63,303.2,bus
918,1,9134,9134,304.47,304.47,car
919,2,9138,9138,304.6,304.6,bus
920,1,9142,9142,304.73,304.73,car
921,3,9157,9157,305.23,305.23,car
922,2,9164,9164,305.47,305.47,car
916,2,9086,9165,302.87,305.5,car
923,1,9166,9166,305.53,305.53,car
924,1,9174,9174,305.8,305.8,car
925,1,9183,9183,306.1,306.1,car
